user_id,F1
s1,0.40769204247384416
s2,-1.401825304424593
s3,1.7177945616240347
s4,-0.9634179891944368
s5,-1.3073539990604617
s6,-0.46313998648514854
s7,0.44872716709313476
s8,0.2934375454173668
s9,0.05478152919147689
s10,0.6709196960316167
s11,-0.4832611280318984
s12,0.35001489997378776
s13,0.3077140699730788
s14,0.18957492384847124
s15,-0.6023072779054816
s16,0.2479583417390919
s17,-0.19672416636156687
s18,1.0178188239825996
s19,-0.5955350887697674
s20,-0.19423766607868295
s21,-1.4501806154193566
s22,-0.8929754909679654
s23,0.4982919546911283
s24,0.5413345562300533
s25,-0.46530317547476124
s26,0.5560080748674106
s27,-0.4933914280365799
s28,0.32581308558317945
s29,0.7461614914079212
s30,1.9946110421270526
s31,-1.6878524762515026
s32,-1.6722762825180286
s33,1.1898254966931552
s34,1.6247383100332722
s35,0.5983581525853168
s36,-0.5457185375552815
